listing_id,description,room_type,formatted_description,formatted_room_type
24369857,The corner house,entire home/apt,The corner house,entire home/apt
24370001,Stunning Rare Garden Family Home w/Loft! #10303,Entire home/apt,Stunning Rare Garden Family Home w/Loft! #10303,entire home/apt
24372429,"Spacious, Charming 2BR Apt in Trendy Bushwick",entire home/apt,"Spacious, Charming 2BR Apt in Trendy Bushwick",entire home/apt
24373602,"Bright, Charming Greenpoint Home-Away-From-Home",Entire home/apt,"Bright, Charming Greenpoint Home-Away-From-Home",entire home/apt
24373776,Spacious bedroom in Washington Heights,Private room,Spacious bedroom in Washington Heights,private room
24374428,Quiet two BEDROOM APT in MANHATTAN UPPER EAST SIDE,ENTIRE HOME/APT,Quiet two BEDROOM APT in MANHATTAN UPPER EAST SIDE,entire home/apt
24374487,Lex place,Entire home/apt,Lex place,entire home/apt
24376374,Welcome to YURT -- cozy room in East Village,Private room,Welcome to YURT -- cozy room in East Village,private room
24376945,Harlem Studio,Entire home/apt,Harlem Studio,entire home/apt
24378358,NYC Time's Square Luxury Pent House Apartment,Entire home/apt,NYC Time's Square Luxury Pent House Apartment,entire home/apt
24378513,Sunny Spacious Private Bedroom in Brooklyn,Private room,Sunny Spacious Private Bedroom in Brooklyn,private room
24379887,"SUITE- PRIVATE 1/2 BATH, 4 BEDS IN WILLIAMSBURG!!",private room,"SUITE- PRIVATE 1/2 BATH, 4 BEDS IN WILLIAMSBURG!!",private room
24380794,Trendy Williamsburg! 1 block to subway (L).,Entire home/apt,Trendy Williamsburg! 1 block to subway (L).,entire home/apt
24387826,A Big Welcome from Lower East Side and Chinatown!,Private room,A Big Welcome from Lower East Side and Chinatown!,private room
24391756,Sunny Apartment in Park Slope,Entire home/apt,Sunny Apartment in Park Slope,entire home/apt
24392338,Amazing East Village Xtra Large Studio Apartment!,ENTIRE HOME/APT,Amazing East Village Xtra Large Studio Apartment!,entire home/apt
24392740,"Large room 20min time square, fast WiFi, AC, Desk",Private room,"Large room 20min time square, fast WiFi, AC, Desk",private room
24393653,SPECIOUS ONE BEDROOM IN THE HEART OF  CHELSEA,Private room,SPECIOUS ONE BEDROOM IN THE HEART OF CHELSEA,private room
24393933,"LINCOLN CENTER, FORDHAM, JUILLIARD SCOOL",ENTIRE HOME/APT,"LINCOLN CENTER, FORDHAM, JUILLIARD SCOOL",entire home/apt
24395202,Large Manhattan Suite,PRIVATE ROOM,Large Manhattan Suite,private room
24397502,SUNNY ROOM IN WILLIAMSBURG - 1 BLOCK TO METRO!!,private room,SUNNY ROOM IN WILLIAMSBURG - 1 BLOCK TO METRO!!,private room
24397657,Brooklyn Townhouse Apartment in Trendy Bushwick.,Entire home/apt,Brooklyn Townhouse Apartment in Trendy Bushwick.,entire home/apt
24397824,Cozy private Bedroom in upper Manhattan!,Private room,Cozy private Bedroom in upper Manhattan!,private room
24398725,Relaxing place for recharge energy,Private room,Relaxing place for recharge energy,private room
24402527,Cozy Brooklyn Studio,entire home/apt,Cozy Brooklyn Studio,entire home/apt
24403784,Clean and comfy bedroom in the waste free home.,PRIVATE ROOM,Clean and comfy bedroom in the waste free home.,private room
24405674,"""San-Paraíso"" 80s curated Retro 3 Bedroom LES Pad",Private room,"""San-Paraíso"" 80s curated Retro 3 Bedroom LES Pad",private room
24405962,For all classical lover's 4,Private room,For all classical lover's 4,private room
24408535,Penthouse duplex on Bowery with huge terrace.,Entire home/apt,Penthouse duplex on Bowery with huge terrace.,entire home/apt
24408644,Spacious Apartment in Brooklyn,ENTIRE HOME/APT,Spacious Apartment in Brooklyn,entire home/apt
24412104,Cozy feel at home studio,PRIVATE ROOM,Cozy feel at home studio,private room
24412681,Cozy SI den with multiple and easy access to NYC,private room,Cozy SI den with multiple and easy access to NYC,private room
24412825,Modern Super Clean Midtown Apt in the Heart of NYC,Entire home/apt,Modern Super Clean Midtown Apt in the Heart of NYC,entire home/apt
24413589,Peaceful place 10min. from Center of New York City,Private room,Peaceful place 10min. from Center of New York City,private room
24414462,Clean,Private room,Clean,private room
24421357,Private Clean Room near Yankee Stadium.,PRIVATE ROOM,Private Clean Room near Yankee Stadium.,private room
24424607,"Next to Strawberry Fields, Central Park Manhattan",PRIVATE ROOM,"Next to Strawberry Fields, Central Park Manhattan",private room
24424840,◈Hidden Midtown Gem◈ Perfect 5-Star Stay!,Entire home/apt,◈Hidden Midtown Gem◈ Perfect 5-Star Stay!,entire home/apt
24426631,Gem Of A Hideout With  Private Deck/Garden,Entire home/apt,Gem Of A Hideout With Private Deck/Garden,entire home/apt
24428060,Sweet Home Away From Home,PRIVATE ROOM,Sweet Home Away From Home,private room
24428782,Quiet and Sunny room in the best part of Brooklyn,Private room,Quiet and Sunny room in the best part of Brooklyn,private room
24428965,Modern & Spacious Apartment in Central Harlem,entire home/apt,Modern & Spacious Apartment in Central Harlem,entire home/apt
24430382,"HOTEL ROOM LIKE!!   WITH AFFORDABLE RATE!!  ""O""",Private room,"HOTEL ROOM LIKE!! WITH AFFORDABLE RATE!! ""O""",private room
24430667,Spacious bedroom in Beautiful Prospect Lefferts,Private room,Spacious bedroom in Beautiful Prospect Lefferts,private room
24430682,Bedroom Casa Alvarez,Private room,Bedroom Casa Alvarez,private room
24432069,"Private bathroom with balcony,15mins to Manhattan",Private room,"Private bathroom with balcony,15mins to Manhattan",private room
24432539,"Front Big Private Room # 2, size 13x17, 3 Windows",Private room,"Front Big Private Room # 2, size 13x17, 3 Windows",private room
24432685,New nice bedrooms in 2 bedroom apt. 1R,Private room,New nice bedrooms in 2 bedroom apt. 1R,private room
24438437,Private Bedroom NYC 10 mins to Williamsburg,Private room,Private Bedroom NYC 10 mins to Williamsburg,private room
24438564,Chic one Bedroom apartment NYC,Entire home/apt,Chic one Bedroom apartment NYC,entire home/apt
24441912,"Private basement suite on Striver's Row, Harlem",entire home/apt,"Private basement suite on Striver's Row, Harlem",entire home/apt
24444586,Speakeasy Inn Bushwick Three,Private room,Speakeasy Inn Bushwick Three,private room
24445770,Cozy Comfort in the Heart of Greenpoint Brooklyn,Entire home/apt,Cozy Comfort in the Heart of Greenpoint Brooklyn,entire home/apt
24445876,Shoot. Film. Sleep. Unique Loft Space in Brooklyn.,Entire home/apt,Shoot. Film. Sleep. Unique Loft Space in Brooklyn.,entire home/apt
24449621,fifth ave,Entire home/apt,fifth ave,entire home/apt
24452770,Cozy Brooklyn Studio with lots of light,Entire home/apt,Cozy Brooklyn Studio with lots of light,entire home/apt
24453838,Williamsburg Apartment with Panoramic View/Rooftop,Entire home/apt,Williamsburg Apartment with Panoramic View/Rooftop,entire home/apt
24454114,Walter’s place,Private room,Walter’s place,private room
24455779,Chic & Cozy Brooklyn Apartment,PRIVATE ROOM,Chic & Cozy Brooklyn Apartment,private room
24460450,The Cozy Apartment; limited time offer 10 off.,Entire home/apt,The Cozy Apartment; limited time offer 10 off.,entire home/apt
24465831,New Cozy Quite Studio with Huge Secluded Yard,Entire home/apt,New Cozy Quite Studio with Huge Secluded Yard,entire home/apt
24470373,Large Bedroom Apartment with a Private Bathroom,Entire home/apt,Large Bedroom Apartment with a Private Bathroom,entire home/apt
24472398,Sunny Apt/Park Slope Brooklyn 25 min. ride to city,Private room,Sunny Apt/Park Slope Brooklyn 25 min. ride to city,private room
24472562,"Perfect home by Prospect Park ,Brooklyn",Private room,"Perfect home by Prospect Park ,Brooklyn",private room
24473230,Beautifully designed + renovated 3 bedroom home,Entire home/apt,Beautifully designed + renovated 3 bedroom home,entire home/apt
24473606,Perfect Sunny 1BR in the Treetops,entire home/apt,Perfect Sunny 1BR in the Treetops,entire home/apt
24474325,25 min to midtown  Manhattan with 7 train.,Private room,25 min to midtown Manhattan with 7 train.,private room
24475318,Wall Street Luxuriuos apartment Financial District,Private room,Wall Street Luxuriuos apartment Financial District,private room
24475331,New condo-City view-Balcony&elevator,Private room,New condo-City view-Balcony&elevator,private room
24476209,Inexpensive Private Room with NYC / SIUH Access #2,Private room,Inexpensive Private Room with NYC / SIUH Access #2,private room
24477757,Large Private Room in a Magnificent Penthouse NYC2,PRIVATE ROOM,Large Private Room in a Magnificent Penthouse NYC2,private room
24479063,"HOTEL ROOM LIKE!!!  WITH AFFORDABLE RATE!!!    ""A""",Private room,"HOTEL ROOM LIKE!!! WITH AFFORDABLE RATE!!! ""A""",private room
24489174,"Comfortable,Spacious,clean Private Room",private room,"Comfortable,Spacious,clean Private Room",private room
24491178,SoHo 1 Bedroom,Entire home/apt,SoHo 1 Bedroom,entire home/apt
24491450,Greenpoint Delight,Entire home/apt,Greenpoint Delight,entire home/apt
24491624,"43rd Street=TIME SQUARE
PRIVATE BEDROOM",Private room,"43rd Street=TIME SQUARE
PRIVATE BEDROOM",private room
24492814,Cozy apartment in Williamsburg,Entire home/apt,Cozy apartment in Williamsburg,entire home/apt
24493475,"Enjoy Cozy, Quiet, Safe & Convenient Living in NYC",Entire home/apt,"Enjoy Cozy, Quiet, Safe & Convenient Living in NYC",entire home/apt
24493940,Private Bedroom with En Suite Bath on Central Park,private room,Private Bedroom with En Suite Bath on Central Park,private room
24495605,Brooklyn Art Residence,Entire home/apt,Brooklyn Art Residence,entire home/apt
24497080,Corporate Studio Midtown East,entire home/apt,Corporate Studio Midtown East,entire home/apt
24497202,Brand New apt heart of Manhattan,ENTIRE HOME/APT,Brand New apt heart of Manhattan,entire home/apt
24497265,Brand New Executive Studio,Entire home/apt,Brand New Executive Studio,entire home/apt
24498097,Sweet Home Away From Home,Private room,Sweet Home Away From Home,private room
24498872,Charming Upper West Studio,Entire home/apt,Charming Upper West Studio,entire home/apt
24508874,"HOTEL ROOM LIKE!!!   WITH AFFORDABLE RATE!!!   ""P""",PRIVATE ROOM,"HOTEL ROOM LIKE!!! WITH AFFORDABLE RATE!!! ""P""",private room
24510046,NYC with a view,Entire home/apt,NYC with a view,entire home/apt
24512493,"Private room at Roselle, in the Bronx",Private room,"Private room at Roselle, in the Bronx",private room
24515198,Sunny bedroom in a designer apartment,PRIVATE ROOM,Sunny bedroom in a designer apartment,private room
24515524,Affordable Modern/Luxury 2 Bedroom Apt,ENTIRE HOME/APT,Affordable Modern/Luxury 2 Bedroom Apt,entire home/apt
24520702,One Bedroom Apartment in Greenpoint,Entire home/apt,One Bedroom Apartment in Greenpoint,entire home/apt
24521630,THE PONDEROSA PALACE,Entire home/apt,THE PONDEROSA PALACE,entire home/apt
24524252,Private Modern Studio in heart of Flatbush,Entire home/apt,Private Modern Studio in heart of Flatbush,entire home/apt
24525249,Sunny Room in heart of hippest Manhattan 'hood,PRIVATE ROOM,Sunny Room in heart of hippest Manhattan 'hood,private room
24525290,Paradise in New York City,ENTIRE HOME/APT,Paradise in New York City,entire home/apt
24525356,Cozy Brooklyn Greenpoint Apt.15 min to Manhattan,entire home/apt,Cozy Brooklyn Greenpoint Apt.15 min to Manhattan,entire home/apt
24525886,Comfy Room with Private Insuite Bathroom,PRIVATE ROOM,Comfy Room with Private Insuite Bathroom,private room
24526035,"HOTEL ROOM LIKE!!  WITH AFFORDABLE RATE!!   ""R""",Private room,"HOTEL ROOM LIKE!! WITH AFFORDABLE RATE!! ""R""",private room
24535740,TV-PHOTO-FILM-CINEMA-ART GALLERY-MUSIC STUDIO-LOFT,Entire home/apt,TV-PHOTO-FILM-CINEMA-ART GALLERY-MUSIC STUDIO-LOFT,entire home/apt
24537187,Sonder | The Biltmore | Quaint Studio + Rooftop,entire home/apt,Sonder | The Biltmore | Quaint Studio + Rooftop,entire home/apt
24537860,Sonder | Hanover Square | Modern 1BR + Rooftop,Entire home/apt,Sonder | Hanover Square | Modern 1BR + Rooftop,entire home/apt
24538208,Comfortable Studio Apt in Heart of East Village,Entire home/apt,Comfortable Studio Apt in Heart of East Village,entire home/apt
24539281,"43rd Street “TIME SQUARE”
Single bed.",Shared room,"43rd Street “TIME SQUARE”
Single bed.",shared room
24540842,High End Hilton Club in midtown Manhattan,Entire home/apt,High End Hilton Club in midtown Manhattan,entire home/apt
24541125,98th St. FULL apt with positive energy!,Entire home/apt,98th St. FULL apt with positive energy!,entire home/apt
24541153,Summer escape in Brighton Beach,ENTIRE HOME/APT,Summer escape in Brighton Beach,entire home/apt
24541262,Luxury apartment in the center of Manhattan,Entire home/apt,Luxury apartment in the center of Manhattan,entire home/apt
24541899,Clean and Comfortable Place to Rest in NYC!,Private room,Clean and Comfortable Place to Rest in NYC!,private room
24541992,Quaint Studio in FiDi by Sonder,entire home/apt,Quaint Studio in FiDi by Sonder,entire home/apt
24543645,The oriental room in Greenpoint mins to Manhattan,private room,The oriental room in Greenpoint mins to Manhattan,private room
24545438,Private Room with En-Suite in Brooklyn Brownstone,Private room,Private Room with En-Suite in Brooklyn Brownstone,private room
24553891,Enjoy all of Manhattan. Big Apple! A Mini-MOMA!,entire home/apt,Enjoy all of Manhattan. Big Apple! A Mini-MOMA!,entire home/apt
24556525,Sunny Artist's Bedroom in Bushwick.,Private room,Sunny Artist's Bedroom in Bushwick.,private room
24556756,Anita’s Funky Master Bedroom on Ocean Parkway,private room,Anita’s Funky Master Bedroom on Ocean Parkway,private room
24558491,"Sunny private room in Red Hook, Brooklyn",Private room,"Sunny private room in Red Hook, Brooklyn",private room
24559347,Spacious and bright bedroom,private room,Spacious and bright bedroom,private room
24560314,Comfortable & Cozy Times Square Apt,Entire home/apt,Comfortable & Cozy Times Square Apt,entire home/apt
24560351,Brooklyn Apartment with Jaw-Dropping Rooftop,Entire home/apt,Brooklyn Apartment with Jaw-Dropping Rooftop,entire home/apt
24560488,Heart of Soho! Cute studio with clean finishes!,Entire home/apt,Heart of Soho! Cute studio with clean finishes!,entire home/apt
24561950,Modern Apartment with wall-size windows,entire home/apt,Modern Apartment with wall-size windows,entire home/apt
24562197,Cozy room in 2bd apartment in UES,Private room,Cozy room in 2bd apartment in UES,private room
24562495,summer(A套房私享一层closed to JFK&LGA&Citi Field#parking,private room,summer(A套房私享一层closed to JFK&LGA&Citi Field#parking,private room
24565942,"Nice, cozy and fresh shared male room on Manhattan",shared room,"Nice, cozy and fresh shared male room on Manhattan",shared room
24569072,Chateau Le Hamilton Heights,ENTIRE HOME/APT,Chateau Le Hamilton Heights,entire home/apt
24572398,"Sunny, Modern and Trendy Getaway Spot",Entire home/apt,"Sunny, Modern and Trendy Getaway Spot",entire home/apt
24573069,Quiet apt in the middle of St Marks (East Village),Entire home/apt,Quiet apt in the middle of St Marks (East Village),entire home/apt
24573377,Inexpensive Private Room with NYC / SIUH Access #1,private room,Inexpensive Private Room with NYC / SIUH Access #1,private room
24574987,Sunny bedroom at the heart of Harlem,Private room,Sunny bedroom at the heart of Harlem,private room
24575718,"15 min to NYC, beautiful bedroom 5 mins from LGA",private room,"15 min to NYC, beautiful bedroom 5 mins from LGA",private room
24580806,"Angie Suite  in the Heights
Se habla Español",PRIVATE ROOM,"Angie Suite in the Heights
Se habla Español",private room
24580838,Sunlit and Plant filled Williamsburg Railroad Apt,Entire home/apt,Sunlit and Plant filled Williamsburg Railroad Apt,entire home/apt
24580943,"Sisters Suite in theHeights
Se habla Español",Private room,"Sisters Suite in theHeights
Se habla Español",private room
24583029,"Cosy,Elegant 1 Bedroom Apartment in heart of UES!",Entire home/apt,"Cosy,Elegant 1 Bedroom Apartment in heart of UES!",entire home/apt
24583519,Wild West Retreat in The Heart of Brooklyn,PRIVATE ROOM,Wild West Retreat in The Heart of Brooklyn,private room
